"Name","State","Notes","User","Tags","Created","Runtime","Sweep","architecture","batch_size","budget","dataset","epochs","fanout","hidden","layer","mode","num_parts","num_threads","run","sampler","seed","fastladies","accuracy","auroc","dataloading time","end-to-end time","equality","f1","inference time","loss","modelpath","num_edges","num_nodes","overall training time","parity","process cpu times","sampling time","system cpu stats","system cpu times","test-acc","test-auroc","test-f1","time per epoch","used memory","used memory full","sampled_edges","sampled_nodes"
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[20]-None-1000","finished","-","","","2024-05-22T21:14:51.000Z","160","","gcn","1024","1000","pokec-z","100","[20]","16","2","cpu","10","32","3","vrgcn","10","","0.7196881175041199","0.7893823981285095","5.9738123351708055","154.87087972648442","6.69697904586792","0.7275483012199402","1.144497536122799","0.457599624991417","2024-05-22-23-14-51-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[20]-None-1000.pkl","1303712","67796","141.2568593081087","0.16086556017398834","[3371.1,289.59,0,0.04,0]","5.964527470991015","[6180078240,31084989268,30385236606,0]","[88121118.08,1172.99,8839779.04,118675560.01,1467.43,0,9929.77,559120.6,0,0]","0.7174590826034546","0.7843486070632935","0.7119587063789368","1.4122407535184174","1667.82421875","[1748840448,22898802688,198868992,2838528,0,4578623488,0,1730277376,1735542784,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[10]-None-1000","finished","-","","","2024-05-22T21:12:31.000Z","132","","gcn","1024","1000","pokec-z","100","[10]","16","2","cpu","10","32","3","vrgcn","10","","0.7142300009727478","0.7901955842971802","5.9094576789066195","125.68071747478098","6.763461112976074","0.7251593470573425","1.0222842758521438","0.4568449929356575","2024-05-22-23-12-31-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[10]-None-1000.pkl","1303712","67796","112.24207912292331","0.15892979502677915","[3095.72,133.9,0,0.04,0]","6.002473152242601","[6178370100,31082030203,30383436720,0]","[88117765.23,1172.99,8839487.52,118673839.18,1467.36,0,9925.78,559100.14,0,0]","0.715120792388916","0.7844891548156738","0.7100356817245483","1.12207745292224","1867.50390625","[1958219776,22986321920,198586368,2838528,0,4894785536,0,1938681856,1944002560,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[8]-None-1000","finished","-","","","2024-05-22T21:10:21.000Z","122","","gcn","1024","1000","pokec-z","100","[8]","16","2","cpu","10","32","3","vrgcn","10","","0.7001949548721313","0.7756418585777283","5.951649276539683","117.66992281749845","6.534807205200195","0.712523341178894","1.1451888969168067","0.45775579661130905","2024-05-22-23-10-21-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[8]-None-1000.pkl","1303712","67796","104.18038780335336","0.14938020706176758","[2883.66,111.06,0,0.05,0]","5.861041774041951","[6176980461,31079472331,30381911401,0]","[88114688.72,1172.99,8839350.94,118672653.22,1467.32,0,9920.13,559084.54,0,0]","0.7088854312896729","0.7820508480072021","0.7015581130981445","1.041462177047506","1740.4296875","[1824972800,23004151808,198524928,2838528,0,4667068416,0,1806704640,1811949568,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[6]-None-1000","finished","-","","","2024-05-22T21:08:19.000Z","114","","gcn","1024","1000","pokec-z","100","[6]","16","2","cpu","10","32","3","vrgcn","10","","0.7001949548721313","0.7772743105888367","5.929886468686163","108.08797291386873","6.869567394256592","0.712523341178894","1.2048553116619587","0.4527361020445824","2024-05-22-23-08-19-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[6]-None-1000.pkl","1303712","67796","94.47453290782867","0.12462875247001648","[2609.73,109.36,0,0.05,0]","5.955491404980421","[6175675718,31076925921,30380489264,0]","[88111819.68,1172.99,8839236.7,118671460.76,1467.28,0,9915.66,559068.82,0,0]","0.722135603427887","0.7891995906829834","0.718070387840271","0.9444275833852588","1584.28125","[1661239296,22961430528,198590464,2838528,0,4466749440,0,1642295296,1647579136,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[4]-None-1000","finished","-","","","2024-05-22T21:06:27.000Z","104","","gcn","1024","1000","pokec-z","100","[4]","16","2","cpu","10","32","3","vrgcn","10","","0.6908382177352905","0.7659896612167358","6.03764271363616","100.00566895585509","6.727700710296631","0.7081339955329895","1.3432233072817326","0.4564482197165489","2024-05-22-23-06-27-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[4]-None-1000.pkl","1303712","67796","86.22713285405189","0.14666129648685455","[2436.81,86.61,0.01,0.04,0]","5.868874969892204","[6174349227,31074322213,30379174351,0]","[88109227.68,1172.99,8839124.58,118670336.03,1467.25,0,9912,559054.08,0,0]","0.7155105471611023","0.7851070165634155","0.7077662348747253","0.8619442440196872","1375.9140625","[1442750464,22834864128,198545408,2838528,0,4187611136,0,1423941632,1429221376,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[2]-None-1000","finished","-","","","2024-05-22T21:04:47.000Z","92","","gcn","1024","1000","pokec-z","100","[2]","16","2","cpu","10","32","3","vrgcn","10","","0.6795321702957153","0.7542818188667297","5.880217740312219","87.2173880841583","7.083299160003662","0.709335207939148","1.1098311813548207","0.4566286504268646","2024-05-22-23-04-47-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[2]-None-1000.pkl","1303712","67796","73.55227742530406","0.1437433660030365","[2115.04,71.67,0,0.04,0]","6.158443331718445","[6173053043,31071792290,30377947799,0]","[88106800.23,1172.99,8839034.61,118669266.78,1467.22,0,9908.07,559041.82,0,0]","0.7201870679855347","0.7870684862136841","0.7153053283691406","0.7351992858760059","1287.83203125","[1350389760,22814392320,199376896,2838528,0,4153094144,0,1331609600,1336744960,0]","",""
"gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[1]-None-1000","finished","-","","","2024-05-22T21:03:10.000Z","89","","gcn","1024","1000","pokec-z","100","[1]","16","2","cpu","10","32","3","vrgcn","10","","0.6530214548110962","0.7053486108779907","5.840137865394354","83.42604978848249","6.92845344543457","0.7099087238311768","1.697835261002183","0.4733384996652603","2024-05-22-23-03-11-gcn-pokec-z-vrgcn-cpu-32-100-2-16-10-1024-[1]-None-1000.pkl","1303712","67796","69.5534029211849","0.10461756587028503","[2095.43,26.38,0.01,0.03,0]","5.813297617249191","[6171935701,31069590555,30376879817,0]","[88104696.18,1172.99,8838959.84,118668257.28,1467.19,0,9905.5,559031.26,0,0]","0.7112237215042114","0.7813467383384705","0.7065346240997314","0.6951932709291577","816.8046875","[856481792,8149663744,198594560,2838528,0,3370614784,0,838098944,843309056,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[50]-None-1000","finished","-","","","2024-05-22T20:59:04.000Z","238","","gcn","1024","1000","pokec-z","100","[50]","16","2","cpu","10","32","3","shadow","10","","0.9123443365097046","0.6142983436584473","5.999930595047772","233.70246572606263","65.1233901977539","0.009538461454212666","1.785707619972527","0.30391671508550644","2024-05-22-22-59-04-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[50]-None-1000.pkl","1303712","67796","225.39812569133937","1.8468027114868164","[3198.81,175.45,0,0.04,0]","0.0012763654813170433","[6170951473,31067651715,30375851905,0]","[88102615.3,1172.99,8838930.16,118667307.9,1467.17,0,9902.69,559021.85,0,0]","0.4707716405391693","0.5901973843574524","0.027220631018280983","2.253641755692661","1054.48828125","[1105711104,8178360320,198717440,2838528,0,3625762816,0,1086664704,1091907584,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[40]-None-1000","finished","-","","","2024-05-22T20:55:00.000Z","236","","gcn","1024","1000","pokec-z","100","[40]","16","2","cpu","10","32","3","shadow","10","","0.9121209383010864","0.6124033331871033","5.99182693567127","231.96620110515505","66.8756103515625","0.004770992323756218","1.6401451155543327","0.30437443405389786","2024-05-22-22-55-00-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[40]-None-1000.pkl","1303712","67796","223.8175276154652","1.8618793487548828","[3176.1,173.97,0,0.04,0]","0.0013117212802171707","[6170081940,31065558892,30374340740,0]","[88099431.79,1172.99,8838752.78,118662827.48,1467.12,0,9899.55,559007.67,0,0]","0.4703819155693054","0.5914925336837769","0.025806451216340065","2.237853510910645","1022.34765625","[1072009216,8147095552,199045120,2838528,0,3591507968,0,1053155328,1058419712,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[30]-None-1000","finished","-","","","2024-05-22T20:51:16.000Z","215","","gcn","1024","1000","pokec-z","100","[30]","16","2","cpu","10","32","3","shadow","10","","0.9109243750572203","0.6158525347709656","6.034998989664018","209.16697306744751","64.94343566894531","0.005318706855177879","1.3635116862133143","0.30483076721429825","2024-05-22-22-51-17-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[30]-None-1000.pkl","1303712","67796","201.2420602785423","1.8190298080444336","[3019.09,155.67,0,0.04,0]","0.001237078569829464","[6169198446,31063456769,30372826437,0]","[88096269.13,1172.99,8838576.39,118658325.66,1467.06,0,9896.35,558992.85,0,0]","0.4707716405391693","0.5926466584205627","0.027220631018280983","2.0120714342035355","1033.68359375","[1083895808,8156262400,198746112,2838528,0,3607998464,0,1065488384,1070757888,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[20]-None-1000","finished","-","","","2024-05-22T20:47:34.000Z","214","","gcn","1024","1000","pokec-z","100","[20]","16","2","cpu","10","32","3","shadow","10","","0.9093692302703856","0.6175010204315186","6.133186101913452","209.58962532598525","65.06571960449219","0.0005580876022577286","1.7876739921048284","0.3074318394064903","2024-05-22-22-47-34-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[20]-None-1000.pkl","1303712","67796","201.14711408689615","1.7850542068481443","[3171.16,146.34,0,0.04,0]","0.0011778045445680618","[6168331449,31061453766,30371383689,0]","[88093264.29,1172.99,8838418.51,118654399.54,1466.96,0,9892.57,558978.05,0,0]","0.4699922204017639","0.5926386713981628","0.024390242993831635","2.011133730746806","914.95703125","[959401984,8044707840,198733824,2838528,0,3480698880,0,940855296,946118656,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[10]-None-1000","finished","-","","","2024-05-22T20:45:03.000Z","143","","gcn","1024","1000","pokec-z","100","[10]","16","2","cpu","10","32","3","shadow","10","","0.9028845429420472","0.6137878894805908","5.97644264344126","137.0146626783535","67.80101013183594","0.0005040322430431843","1.7371520418673754","0.3172607943415642","2024-05-22-22-45-04-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[10]-None-1000.pkl","1303712","67796","128.76823076140136","1.8907432556152344","[2174.93,84,0,0.04,0]","0.001268499530851841","[6167291798,31059333759,30369845297,0]","[88090112.31,1172.99,8838270.02,118650600.16,1466.88,0,9888.87,558949.3,0,0]","0.46765393018722534","0.5928726196289062","0.015850143507122993","1.2873216948937625","987.625","[1035599872,8143011840,199307264,2838528,0,3553038336,0,1016426496,1021630464,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[8]-None-1000","finished","-","","","2024-05-22T20:43:06.000Z","110","","gcn","1024","1000","pokec-z","100","[8]","16","2","cpu","10","32","3","shadow","10","","0.8998335003852844","0.6205672025680542","5.9222517954185605","105.34243746101856","64.26895904541016","0.0005828355206176639","1.7428190363571048","0.32454610615968704","2024-05-22-22-43-06-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[8]-None-1000.pkl","1303712","67796","97.16765289660545","1.81793212890625","[1637.5,56.23,0,0.04,0]","0.001103069633245468","[6166636021,31057662792,30368706794,0]","[88087948.12,1172.99,8838183.34,118648093.74,1466.81,0,9885.95,558938.53,0,0]","0.4703819155693054","0.6001673340797424","0.025806451216340065","0.9712728776969016","976.6171875","[1024057344,8137740288,198651904,2838528,0,3542401024,0,1004900352,1010188288,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[6]-None-1000","finished","-","","","2024-05-22T20:41:36.000Z","82","","gcn","1024","1000","pokec-z","100","[6]","16","2","cpu","10","32","3","shadow","10","","0.894970178604126","0.6202194690704346","5.977859479375184","77.61587878409773","61.01784896850586","0.003936303313821554","1.766850434243679","0.33532361686229706","2024-05-22-22-41-36-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[6]-None-1000.pkl","1303712","67796","69.36116217076778","1.6776790618896484","[1298.26,41.51,0,0.03,0]","0.001218651421368122","[6166121108,31056188089,30367755764,0]","[88086321.39,1172.99,8838124.4,118646045.82,1466.72,0,9884.66,558928.62,0,0]","0.4707716405391693","0.604828953742981","0.027220631018280983","0.6930771583132446","917.6640625","[962240512,8416292864,199057408,2838528,0,3480129536,0,943456256,948734976,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[4]-None-1000","finished","-","","","2024-05-22T20:40:24.000Z","64","","gcn","1024","1000","pokec-z","100","[4]","16","2","cpu","10","32","3","shadow","10","","0.8799803853034973","0.6457166075706482","6.141493996605277","55.21589279919863","55.727561950683594","0.006211180239915848","1.799107284285128","0.3543674498796463","2024-05-22-22-40-24-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[4]-None-1000.pkl","1303712","67796","46.765700813382864","1.729578971862793","[1025.49,34.36,0,0.03,0]","0.0012583909556269646","[6165635935,31054807878,30366957700,0]","[88085030.19,1172.99,8838079.96,118644367.53,1466.67,0,9883.63,558919.18,0,0]","0.4719407558441162","0.6238796710968018","0.03283369168639183","0.46725668423809114","933.24609375","[978751488,8571990016,199139328,2838528,0,3500421120,0,959635456,964904960,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[2]-None-1000","finished","-","","","2024-05-22T20:39:32.000Z","44","","gcn","1024","1000","pokec-z","100","[2]","16","2","cpu","10","32","3","shadow","10","","0.8392096161842346","0.673040509223938","5.943080136552453","39.825265826657414","44.17229461669922","0.00913241971284151","2.1771219670772552","0.41687432676553726","2024-05-22-22-39-33-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[2]-None-1000.pkl","1303712","67796","31.173245100304484","1.5831069946289062","[791.41,20.63,0,0.04,0]","0.001102471724152565","[6165180653,31053564240,30366362649,0]","[88084010.61,1172.99,8838042.81,118643297.29,1466.64,0,9883.08,558913.3,0,0]","0.4727201759815216","0.6522201299667358","0.03288063034415245","0.31123521986417474","934.56640625","[979963904,8452403200,199389184,2838528,0,3495706624,0,961167360,966360064,0]","",""
"gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[1]-None-1000","finished","-","","","2024-05-22T20:38:42.000Z","43","","gcn","1024","1000","pokec-z","100","[1]","16","2","cpu","10","32","3","shadow","10","","0.7745546698570251","0.6909166574478149","5.9163032015785575","37.55817313399166","31.47382354736328","0.15820224583148956","2.212951404973865","0.4973454773426056","2024-05-22-22-38-43-gcn-pokec-z-shadow-cpu-32-100-2-16-10-1024-[1]-None-1000.pkl","1303712","67796","28.90419250074774","1.1619234085083008","[780.16,21.03,0,0.04,0]","0.001324075274169445","[6164743407,31052498337,30365940075,0]","[88083221.63,1172.99,8838019.09,118642443.13,1466.62,0,9882.88,558908.33,0,0]","0.5003896951675415","0.6811455488204956","0.1314363181591034","0.28857076708227397","912.3984375","[956719104,8300048384,198041600,2838528,0,3467247616,0,937787392,943042560,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[50]-None-1000","finished","-","","","2024-05-22T20:36:04.000Z","151","","gcn","1024","1000","pokec-z","100","[50]","16","2","cpu","10","32","3","labor","10","","0.7173489332199097","0.7802141904830933","5.992545388638973","145.95796268060803","4.873210906982422","0.7225411534309387","2.010296145454049","0.576589435338974","2024-05-22-22-36-05-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[50]-None-1000.pkl","1303712","67796","137.42830560263246","0.06993865966796875","[2924.37,172.18,0,0.04,0]","0.0015402529388666153","[6164210727,31051528887,30365535043,0]","[88082445.58,1172.99,8837994.93,118641671.25,1466.6,0,9882.73,558901.66,0,0]","0.7026500105857849","0.7633157968521118","0.6941883563995361","1.3739573719911278","2009.25","[2106851328,22846001152,198918144,2838528,0,4704669696,0,2087419904,2092758016,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[40]-None-1000","finished","-","","","2024-05-22T20:33:20.000Z","157","","gcn","1024","1000","pokec-z","100","[40]","16","2","cpu","10","32","3","labor","10","","0.716569185256958","0.7770063877105713","5.974284874275327","151.08318991679698","3.272444248199463","0.7097804546356201","1.9868812914937737","0.5819112956523895","2024-05-22-22-33-21-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[40]-None-1000.pkl","1303712","67796","132.53538596443832","0.04621945694088936","[2851.83,165.67,0,0.04,0]","0.0015044165775179863","[6163095480,31049311674,30364075511,0]","[88079532.76,1172.99,8837820.19,118639696.33,1466.52,0,9878.63,558888.03,0,0]","0.7018706202507019","0.757038950920105","0.6781657338142395","1.3250302194431425","2395.4375","[2511798272,22897377280,198397952,2838528,0,5244858368,0,2492772352,2498072576,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[30]-None-1000","finished","-","","","2024-05-22T20:31:08.000Z","125","","gcn","1024","1000","pokec-z","100","[30]","16","2","cpu","10","32","3","labor","10","","0.7091618180274963","0.7757636308670044","5.893632592633367","118.4205553913489","5.150449275970459","0.7180650234222412","1.5320168398320675","0.5768045336008072","2024-05-22-22-31-09-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[30]-None-1000.pkl","1303712","67796","110.39294155780226","0.1216067224740982","[2538.4,144.78,0,0.04,0]","0.0014212653040885923","[6161976996,31047123018,30362624662,0]","[88076698.21,1172.99,8837652.19,118637455.24,1466.46,0,9874.97,558874.55,0,0]","0.7042089104652405","0.7637536525726318","0.6979705691337585","1.1035988807212562","3074.65234375","[3224006656,22900379648,198512640,2838528,0,5997805568,0,3205091328,3210406912,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[20]-None-1000","finished","-","","","2024-05-22T20:29:10.000Z","111","","gcn","1024","1000","pokec-z","100","[20]","16","2","cpu","10","32","3","labor","10","","0.7150097489356995","0.7770327925682068","5.9777299501001835","105.74014180805534","4.779317378997803","0.7252912521362305","1.8402877263724804","0.5823224037885666","2024-05-22-22-29-11-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[20]-None-1000.pkl","1303712","67796","97.39681267458946","0.12959547340869904","[2373.16,104.92,0.01,0.03,0]","0.0014212243258953094","[6161038000,31045122602,30361331958,0]","[88074170.39,1172.99,8837504.53,118635972.35,1466.4,0,9870.37,558862.88,0,0]","0.7057677507400513","0.7643056511878967","0.6973947882652283","0.9736464610509574","2669.5390625","[2799214592,22874460160,198631424,2838528,0,5565313024,0,2780327936,2785674240,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[10]-None-1000","finished","-","","","2024-05-22T20:27:40.000Z","82","","gcn","1024","1000","pokec-z","100","[10]","16","2","cpu","10","32","3","labor","10","","0.7044834494590759","0.767282247543335","6.098605448380113","77.60006991866976","4.294462203979492","0.7120060920715332","2.112113133072853","0.5878922641277313","2024-05-22-22-27-40-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[10]-None-1000.pkl","1303712","67796","68.88361966982484","0.20255307853221893","[1788.24,65.8,0,0.04,0]","0.0014646081253886225","[6160165397,31043275290,30360156281,0]","[88071807.16,1172.99,8837396.55,118634675.7,1466.37,0,9866.15,558851.7,0,0]","0.6987529397010803","0.7593472599983215","0.6833264827728271","0.6885038499161601","2486.0703125","[2606833664,22872166400,198459392,2838528,0,5428617216,0,2588401664,2593594368,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[8]-None-1000","finished","-","","","2024-05-22T20:26:18.000Z","74","","gcn","1024","1000","pokec-z","100","[8]","16","2","cpu","10","32","3","labor","10","","0.7091618180274963","0.7667549252510071","6.116326853632927","68.3567665098235","3.883989095687866","0.7079091668128967","1.871062987484038","0.5943645685911179","2024-05-22-22-26-18-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[8]-None-1000.pkl","1303712","67796","59.85127646289766","0.13997207581996918","[1573.96,28.01,0,0.05,0]","0.001551726832985878","[6159373457,31041687730,30359239304,0]","[88070023.96,1172.99,8837327.75,118633611.9,1466.34,0,9861.26,558843.31,0,0]","0.7030397653579712","0.7646121382713318","0.6749146580696106","0.5981497732456773","2000.484375","[2097659904,22822428672,199299072,2838528,0,5033177088,0,2079133696,2084326400,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[6]-None-1000","finished","-","","","2024-05-22T20:25:04.000Z","66","","gcn","1024","1000","pokec-z","100","[6]","16","2","cpu","10","32","3","labor","10","","0.6791422963142395","0.74622642993927","5.9115291107445955","59.845957428216934","4.873349666595459","0.6813782453536987","1.9701634887605903","0.5926464945077896","2024-05-22-22-25-04-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[6]-None-1000.pkl","1303712","67796","51.45127631537616","0.36077138781547546","[1347.55,37.03,0,0.04,0]","0.0014426670968532562","[6158645343,31040227700,30358434457,0]","[88068456.11,1172.99,8837296.54,118632578.77,1466.31,0,9857,558835.54,0,0]","0.7049883008003235","0.7569584846496582","0.6836606860160828","0.5141760363802313","1734.12109375","[1818357760,22779396096,198352896,2838528,0,4742152192,0,1799573504,1804840960,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[4]-None-1000","finished","-","","","2024-05-22T20:23:56.000Z","60","","gcn","1024","1000","pokec-z","100","[4]","16","2","cpu","10","32","3","labor","10","","0.677582859992981","0.732912540435791","5.926409501582384","54.112245393916965","5.701116561889648","0.6832631230354309","1.9244098281487825","0.6086211055517197","2024-05-22-22-23-56-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[4]-None-1000.pkl","1303712","67796","45.73911306448281","0.6121021509170532","[1230.68,24.31,0,0.04,0]","0.001361250877380371","[6157984563,31038850869,30357733540,0]","[88067112.57,1172.99,8837256.26,118631617.9,1466.28,0,9853.97,558828.54,0,0]","0.7042089104652405","0.7516891956329346","0.6928368806838989","0.4570794958993792","1502.25","[1575223296,22779400192,199417856,2838528,0,4527140864,0,1556176896,1561523200,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[2]-None-1000","finished","-","","","2024-05-22T20:22:52.000Z","56","","gcn","1024","1000","pokec-z","100","[2]","16","2","cpu","10","32","3","labor","10","","0.6214424967765808","0.676947295665741","5.953673055395484","51.79826909955591","4.7190728187561035","0.5918453335762024","1.823630872182548","0.6450974941253662","2024-05-22-22-22-52-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[2]-None-1000.pkl","1303712","67796","43.51349818240851","0.4179527461528778","[1171.64,21.69,0,0.04,0]","0.0014140857383608818","[6157341729,31037566185,30357099116,0]","[88065888,1172.99,8837228.81,118630771.19,1466.26,0,9851.63,558821.47,0,0]","0.6913483738899231","0.7371857762336731","0.6694490909576416","0.4348163978010416","1384.984375","[1452261376,22873354240,198852608,2838528,0,4404531200,0,1433022464,1438348288,0]","",""
"gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[1]-None-1000","finished","-","","","2024-05-22T20:22:00.000Z","44","","gcn","1024","1000","pokec-z","100","[1]","16","2","cpu","10","32","3","labor","10","","0.5769980549812317","0.5988396406173706","6.004519775509834","39.82783211488277","6.814990043640137","0.6900885701179504","1.7906753094866872","0.6784070730209351","2024-05-22-22-22-01-gcn-pokec-z-labor-cpu-32-100-2-16-10-1024-[1]-None-1000.pkl","1303712","67796","31.514300601556897","0.24625906348228457","[861.18,19.18,0,0.04,0]","0.0015882635489106178","[6156694476,31036305727,30356498208,0]","[88064719.75,1172.99,8837203.93,118629930.84,1466.23,0,9849.27,558815.09,0,0]","0.6636788845062256","0.7076980471611023","0.6737239956855774","0.31481051901355384","1215.03515625","[1274056704,22859894784,199442432,2838528,0,4087623680,0,1255669760,1260891136,0]","",""
"gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[50]-None-1000","finished","-","","","2024-05-22T20:19:27.000Z","145","","gcn","1024","1000","pokec-z","100","[50]","16","2","cpu","10","32","3","neighbor","10","","0.7208576798439026","0.775628387928009","5.946697784587741","138.9228150555864","3.500081777572632","0.7138289213180542","1.4554324597120285","0.5859996378421783","2024-05-22-22-19-27-gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[50]-None-1000.pkl","1303712","67796","131.00498332828283","0.04851308465003967","[3063.56,168.84,0,0.04,0]","0.0012908410280942917","[6156187810,31035243952,30356049233,0]","[88063861.47,1172.99,8837181.55,118629089.65,1466.21,0,9847.06,558811.12,0,0]","0.7038191556930542","0.7582156658172607","0.6793248653411865","1.3097265861183405","974.73828125","[1022087168,8128118784,199528448,2838528,0,3522572288,0,1003606016,1008839680,0]","",""
"gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[40]-None-1000","finished","-","","","2024-05-22T20:16:49.000Z","150","","gcn","1024","1000","pokec-z","100","[40]","16","2","cpu","10","32","3","neighbor","10","","0.7146198749542236","0.7820851802825928","5.986407400108874","145.24636336416006","5.296520233154297","0.7296898365020752","1.9675885643810032","0.572253406047821","2024-05-22-22-16-49-gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[40]-None-1000.pkl","1303712","67796","136.77365725208074","0.1014438271522522","[3252.02,165.33,0,0.04,0]","0.0012131864205002785","[6155287020,31033082777,30354519939,0]","[88060814.51,1172.99,8837009.96,118627478.05,1466.16,0,9843.47,558798.8,0,0]","0.697583794593811","0.7661516070365906","0.7029096484184265","1.3674054811149836","974.4453125","[1021779968,8126779392,199016448,2838528,0,3523268608,0,1002610688,1007437824,0]","",""
"gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[30]-None-1000","finished","-","","","2024-05-22T20:14:37.000Z","125","","gcn","1024","1000","pokec-z","100","[30]","16","2","cpu","10","32","3","neighbor","10","","0.7126705646514893","0.7741827368736267","6.020659498870373","118.99173860717563","4.681066036224365","0.7179487347602844","1.7942298837006092","0.577990248799324","2024-05-22-22-14-37-gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[30]-None-1000.pkl","1303712","67796","110.61410711705685","0.12049847841262816","[2883.59,142.5,0,0.04,0]","0.0012644492089748385","[6154195339,31030773795,30352875304,0]","[88057578.72,1172.99,8836842.08,118625848.79,1466.13,0,9840.46,558774.34,0,0]","0.7030397653579712","0.7627143263816833","0.6927419304847717","1.1058101547788828","998.1015625","[1046585344,8149774336,199647232,2838528,0,3547758592,0,1027944448,1033095168,0]","",""
"gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[20]-None-1000","finished","-","","","2024-05-22T20:12:12.000Z","137","","gcn","1024","1000","pokec-z","100","[20]","16","2","cpu","10","32","3","neighbor","10","","0.7115010023117065","0.7724894881248474","5.920760710723698","130.98885551001877","3.867839336395264","0.7153846025466919","2.0420293556526303","0.5928587764501572","2024-05-22-22-12-13-gcn-pokec-z-neighbor-cpu-32-100-2-16-10-1024-[20]-None-1000.pkl","1303712","67796","122.5112124318257","0.10625774413347244","[3117.24,134.67,0,0.05,0]","0.0012958608567714691","[6153331740,31028726034,30351497140,0]","[88054706.16,1172.99,8836697.03,118624642.91,1466.11,0,9836.01,558763.36,0,0]","0.7014809250831604","0.7590059041976929","0.6865794062614441","1.2247796656098218","981.76953125","[1029459968,8190636032,198406144,2838528,0,3534184448,0,1010245632,1015582720,0]","",""
