"Name","State","Notes","User","Tags","Created","Runtime","Sweep","architecture","batch_size","budget","dataset","epochs","fanout","hidden","layer","mode","num_parts","num_threads","run","sampler","seed","fastladies","accuracy","auroc","dataloading time","end-to-end time","equality","f1","inference time","loss","modelpath","num_edges","num_nodes","overall training time","parity","process cpu times","sampling time","system cpu stats","system cpu times","test-acc","test-auroc","test-f1","time per epoch","used memory","used memory full","sampled_edges","sampled_nodes"
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[12000]-1000","finished","-","","","2024-06-06T16:58:26.000Z","34","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[12000]","0.6495126485824585","0.6894302368164062","5.798858656547964","31.096442686393857","4.979137897491455","0.6598562002182007","2.0165499839931726","0.7343138754367828","2024-06-06-18-58-27-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[12000]-1000.pkl","1303712","67796","22.701238163746893","0.10531259328126907","[599.02,14.29,0,0.03,0]","0.04422898218035698","[6448621274,31523978269,30715048425,0]","[88551710.85,1319.19,8855236.18,159196917.46,1679.18,0,10438.42,561468.23,0,0]","0.671083390712738","0.7065091133117676","0.6674546599388123","1.1347605052404106","864.609375","[906608640,8054317056,199897088,2838528,0,3412234240,0,887492608,891189248,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[10000]-1000","finished","-","","","2024-06-06T16:57:46.000Z","32","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[10000]","0.6424951553344727","0.676633894443512","5.873851087875664","29.116425713524222","4.01457405090332","0.6566829085350037","1.708320471458137","0.7264938652515411","2024-06-06-18-57-46-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[10000]-1000.pkl","1303712","67796","20.960327323526144","0.04706402122974396","[556.7,14.35,0,0.04,0]","0.05960892513394356","[6448405438,31523506734,30714748230,0]","[88551109.25,1319.19,8855219.07,159196189.09,1679.17,0,10437.31,561465.4,0,0]","0.6652377247810364","0.7071771621704102","0.6645841598510742","1.0477072900161146","944.546875","[990429184,8133816320,198844416,2838528,0,3495346176,0,971595776,975293440,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[8000]-1000","finished","-","","","2024-06-06T16:57:08.000Z","31","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[8000]","0.6393762230873108","0.6650379300117493","5.789012536406517","27.499918734654784","6.801974296569824","0.6673858165740967","1.9690275145694611","0.6897272765636444","2024-06-06-18-57-08-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[8000]-1000.pkl","1303712","67796","19.17199752666056","0.23140934109687805","[518.05,15.49,0,0.04,0]","0.04326717462390661","[6448222190,31523059541,30714472179,0]","[88550550.01,1319.19,8855202.02,159195492.8,1679.15,0,10436.08,561462.77,0,0]","0.6699142456054688","0.7068822383880615","0.6738544702529907","0.9582942523993552","867.51171875","[909651968,8051798016,199188480,2838528,0,3413512192,0,890306560,894034944,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[6000]-1000","finished","-","","","2024-06-06T16:56:30.000Z","30","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[6000]","0.6382066011428833","0.6661896705627441","5.781611257232726","25.88010378461331","5.509788513183594","0.6605706214904785","2.1912380354478955","0.6810459047555923","2024-06-06-18-56-30-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[6000]-1000.pkl","1303712","67796","17.341183016076684","0.31026530265808105","[483.8,10.77,0,0.03,0]","0.04744732938706875","[6448053734,31522628129,30714217703,0]","[88550031.28,1319.19,8855183.66,159194774.54,1679.14,0,10435.44,561460.07,0,0]","0.6734216809272766","0.7081923484802246","0.6650679707527161","0.8667384048458189","896.69921875","[940257280,8081133568,199696384,2838528,0,3444584448,0,921174016,924890112,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[2000]-1000","finished","-","","","2024-06-06T16:55:56.000Z","26","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[2000]","0.61208575963974","0.6178345680236816","5.798614181578159","23.142220029607415","2.1582565307617188","0.6662194132804871","2.0415966724976897","0.6883415281772614","2024-06-06-18-55-56-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[2000]-1000.pkl","1303712","67796","14.753346263431013","0.13960039615631104","[408.3,11.4,0,0.04,0]","0.046674021519720554","[6447889388,31522202251,30713978428,0]","[88549547.44,1319.19,8855170.15,159194100.02,1679.11,0,10434.53,561457.92,0,0]","0.6496492624282837","0.7002024054527283","0.5870463848114014","0.7373233068734407","921.83203125","[966610944,8112230400,199114752,2838528,0,3471986688,0,948027392,951733248,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1560]-1000","finished","-","","","2024-06-06T16:55:22.000Z","26","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[1560]","0.6007797122001648","0.6013630032539368","5.783070367760956","21.89946466125548","2.0439000129699707","0.6703155040740967","1.6409273324534297","0.6887120455503464","2024-06-06-18-55-22-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1560]-1000.pkl","1303712","67796","13.905082097277043","0.1395300030708313","[370.58,12.67,0,0.03,0]","0.05125762242823839","[6447722262,31521811966,30713762758,0]","[88549139.32,1319.19,8855156.06,159193391.71,1679.08,0,10433.9,561455.97,0,0]","0.6457521319389343","0.6967760920524597","0.5839816927909851","0.6949385625310243","929.734375","[974897152,8120147968,199995392,2838528,0,3477766144,0,955514880,959206400,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1120]-1000","finished","-","","","2024-06-06T16:54:48.000Z","26","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[1120]","0.600389838218689","0.5776341557502747","5.779640896245837","22.38243734277785","4.207577705383301","0.6823675036430359","1.8788711549714208","0.6887876391410828","2024-06-06-18-54-49-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1120]-1000.pkl","1303712","67796","14.141697216778994","0.17917096614837646","[388.02,11.9,0,0.05,0]","0.05238943640142679","[6447527427,31521437232,30713560903,0]","[88548767.63,1319.19,8855140.72,159192728.67,1679.06,0,10433.51,561453.93,0,0]","0.6126266717910767","0.6913408041000366","0.48497408628463745","0.7067046337295324","905.48046875","[949465088,8096587776,199323648,2838528,0,3453509632,0,930770944,934446080,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[680]-1000","finished","-","","","2024-06-06T16:54:14.000Z","27","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[680]","0.5945419073104858","0.5640912652015686","5.7277493588626385","23.97166721895337","12.676541328430176","0.6926714181900024","1.871191892772913","0.6917176246643066","2024-06-06-18-54-14-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[680]-1000.pkl","1303712","67796","15.80800221208483","0.22143030166625977","[435.36,11.84,0,0.04,0]","0.044067516922950745","[6447359766,31521053019,30713351989,0]","[88548378.53,1319.19,8855126.22,159192071.63,1679.03,0,10432.88,561452.22,0,0]","0.4641465246677398","0.611345112323761","0","0.7900546959601342","825.05859375","[865136640,8009187328,199417856,2838528,0,3368763392,0,845991936,849687552,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[240]-1000","finished","-","","","2024-06-06T16:53:41.000Z","25","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[240]","0.5769980549812317","0.5420321226119995","5.680593837052584","22.247194662690163","18.084125518798828","0.712277889251709","1.651961836963892","0.6913708597421646","2024-06-06-18-53-42-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[240]-1000.pkl","1303712","67796","14.35587079450488","0.33808422088623047","[388.32,12.55,0,0.04,0]","0.04835255350917578","[6447178714,31520653532,30713124053,0]","[88547943.55,1319.19,8855111.8,159191436.09,1679.01,0,10431.98,561449.97,0,0]","0.4641465246677398","0.5455735921859741","0","0.7174174787010997","920.23828125","[964939776,8113995776,198656000,2838528,0,3469291520,0,945893376,949584896,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1]-1000","finished","-","","","2024-06-06T16:53:08.000Z","25","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","fastgcn","10","[1]","0.5520467758178711","0.5","5.729670419357717","22.127091141417623","36.325950622558594","0.7113790512084961","1.928569816984236","0.6922019571065903","2024-06-06-18-53-09-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[1]-1000.pkl","1303712","67796","13.898365542292597","1.6399521827697754","[382.29,11.28,0,0.03,0]","0.05164294596761465","[6447007690,31520276000,30712913724,0]","[88547555.55,1319.19,8855096.49,159190787.92,1679,0,10431.29,561448.01,0,0]","0.4641465246677398","0.5362357497215271","0","0.6945965024176985","932.703125","[978010112,8455692288,199680000,2838528,0,3483279360,0,958636032,962284544,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[12000]-1000","finished","-","","","2024-06-06T16:52:21.000Z","40","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[12000]","0.6752436757087708","0.7215597033500671","5.79618086386472","36.646241712383926","9.098411560058594","0.6760015487670898","2.08450067602098","0.8230774402618408","2024-06-06-18-52-21-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[12000]-1000.pkl","1303712","67796","28.207929853349924","0.10246506333351137","[665.48,19.38,0,0.02,0]","0.05201397556811571","[6446838240,31519900048,30712704960,0]","[88547173.1,1319.19,8855082.41,159190139.4,1678.99,0,10430.73,561445.99,0,0]","0.6699142456054688","0.7173358201980591","0.674606204032898","1.410083016147837","1697.27734375","[1779724288,23044886528,199888896,2838528,0,4457533440,0,1760751616,1764444160,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[10000]-1000","finished","-","","","2024-06-06T16:51:34.000Z","39","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[10000]","0.6604288220405579","0.7056431174278259","5.744494862854481","35.54475915059447","10.201340675354004","0.6638363599777222","2.2333047594875097","0.8481310307979584","2024-06-06-18-51-34-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[10000]-1000.pkl","1303712","67796","27.012326328083873","0.3606263995170593","[656.3,19.31,0,0.03,0]","0.04599922243505716","[6446538976,31519324869,30712334955,0]","[88546510.25,1319.19,8855060.24,159189289.78,1678.97,0,10429.71,561442.89,0,0]","0.6554949283599854","0.7024703025817871","0.6654049754142761","1.3502191970124842","1620.96484375","[1699704832,22975135744,199929856,2838528,0,4392697856,0,1680834560,1684508672,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[8000]-1000","finished","-","","","2024-06-06T16:50:50.000Z","36","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[8000]","0.6768031120300293","0.7300606369972229","5.780626930296421","32.74968877341598","10.431042671203612","0.6877589225769043","1.5869723176583648","0.7777315229177475","2024-06-06-18-50-50-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[8000]-1000.pkl","1303712","67796","24.7988475067541","0.2784882187843323","[660.96,12.06,0,0.04,0]","0.046507867984473705","[6446212077,31518750498,30711968237,0]","[88545853.87,1319.19,8855038.1,159188483.82,1678.96,0,10428.56,561439.79,0,0]","0.6660171747207642","0.723639965057373","0.6774557828903198","1.239588394248858","992.03125","[1040220160,8182452224,200175616,2838528,0,3545268224,0,1020616704,1024327680,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[6000]-1000","finished","-","","","2024-06-06T16:50:09.000Z","34","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[6000]","0.6787524223327637","0.734730064868927","5.775112860836089","31.15144877973944","8.326957702636719","0.6722354888916016","1.556293916888535","0.7562136203050613","2024-06-06-18-50-09-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[6000]-1000.pkl","1303712","67796","23.28805221710354","0.3914240002632141","[634.24,12.82,0,0.04,0]","0.03058345802128315","[6445993163,31518269854,30711642956,0]","[88545192.23,1319.19,8855023.26,159187783.75,1678.95,0,10427.58,561436.79,0,0]","0.6718628406524658","0.7224432229995728","0.6674565672874451","1.1640901715960357","894.53515625","[937988096,8085364736,199794688,2838528,0,3442909184,0,919076864,922797056,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[2000]-1000","finished","-","","","2024-06-06T16:49:36.000Z","25","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[2000]","0.6697855591773987","0.7256134748458862","5.713313666172326","22.515179206617177","7.938207626342773","0.6748560667037964","1.959683284163475","0.6635793745517731","2024-06-06-18-49-36-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[2000]-1000.pkl","1303712","67796","14.286519735120237","0.2225458174943924","[429.59,11.49,0,0.03,0]","0.04806398041546345","[6445776447,31517786735,30711332067,0]","[88544557.13,1319.19,8855007.61,159187124.71,1678.94,0,10426.24,561433.88,0,0]","0.6804364919662476","0.7137940526008606","0.6814296841621399","0.713993078796193","898.46875","[942301184,8086155264,199737344,2838528,0,3447590912,0,923226112,926937088,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1560]-1000","finished","-","","","2024-06-06T16:49:02.000Z","27","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[1560]","0.6693956851959229","0.7216788530349731","5.769685309380293","22.412853945977982","6.754333019256592","0.672333836555481","2.285428791306913","0.6647971868515015","2024-06-06-18-49-03-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1560]-1000.pkl","1303712","67796","13.799997477792203","0.19339801371097565","[421.63,12.17,0,0.04,0]","0.04435185622423887","[6445605016,31517371325,30711118215,0]","[88544125.61,1319.19,8854993.43,159186488.73,1678.93,0,10425.52,561431.86,0,0]","0.6819953322410583","0.7124812006950378","0.6784870028495789","0.6897124126087875","940.45703125","[986140672,8130637824,198844416,2838528,0,3491119104,0,967114752,970772480,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1120]-1000","finished","-","","","2024-06-06T16:48:30.000Z","24","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[1120]","0.6608186960220337","0.7115849852561951","5.975260895676911","21.55793248768896","7.978531837463379","0.6768202185630798","1.702613938599825","0.6515529900789261","2024-06-06-18-48-30-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1120]-1000.pkl","1303712","67796","13.331507759168744","0.04246097803115845","[387.49,12.17,0,0.03,0]","0.04111381899565458","[6445405617,31516957884,30710899762,0]","[88543703.16,1319.19,8854978.63,159185852.21,1678.92,0,10425,561429.88,0,0]","0.6765393614768982","0.7106157541275024","0.6800308227539062","0.6662487185560166","879.5390625","[922263552,8073396224,198721536,2838528,0,3425103872,0,902971392,906652672,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[680]-1000","finished","-","","","2024-06-06T16:47:57.000Z","25","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[680]","0.6471734642982483","0.7022192478179932","5.70939770899713","21.561498512513936","7.108743667602539","0.6581035256385803","1.6000014739111066","0.6509083360433578","2024-06-06-18-47-57-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[680]-1000.pkl","1303712","67796","13.67822101060301","0.03229176998138428","[385.58,11.09,0,0.04,0]","0.04909903649240732","[6445192981,31516547196,30710693169,0]","[88543315.77,1319.19,8854963.68,159185213.87,1678.9,0,10424.49,561428.12,0,0]","0.6800467371940613","0.7123792171478271","0.6758784055709839","0.68359553841874","903.25","[947126272,8093474816,199622656,2838528,0,3449966592,0,928026624,931682304,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[240]-1000","finished","-","","","2024-06-06T16:47:25.000Z","24","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[240]","0.6471734642982483","0.7050284147262573","5.754634923301637","21.296355915255845","9.649584770202637","0.6717446446418762","2.137074975296855","0.6528500616550446","2024-06-06-18-47-25-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[240]-1000.pkl","1303712","67796","12.843102629296482","0.08811020851135254","[377.32,12.05,0,0.04,0]","0.050687157548964024","[6444959336,31516128737,30710484024,0]","[88542932,1319.19,8854949.86,159184589.13,1678.89,0,10424.03,561426.49,0,0]","0.6679657101631165","0.7038754224777222","0.6801801919937134","0.6418629741761833","860.64453125","[902451200,8047022080,198328320,2838528,0,3407323136,0,883556352,887225344,0]","",""
"gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1]-1000","finished","-","","","2024-06-06T16:46:53.000Z","24","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","2","ladies","10","[1]","0.6343079805374146","0.7048010230064392","5.806626996956766","19.594312069006264","11.101767539978027","0.6783264875411987","2.149628742597997","0.650316447019577","2024-06-06-18-46-53-gcn-pokec-z-ladies-cpu-32-20-2-16-10-1024-[0]-[1]-1000.pkl","1303712","67796","11.079718299210072","0.15460366010665894","[336.29,12.03,0,0.04,0]","0.04594205878674984","[6444712358,31515714649,30710280204,0]","[88542556.04,1319.19,8854935.21,159183898.31,1678.87,0,10423.78,561424.42,0,0]","0.661340594291687","0.7016111016273499","0.6785053610801697","0.5536850192584097","918.703125","[963330048,8110649344,199606272,2838528,0,3466424320,0,944537600,948220928,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-65000","finished","-","","","2024-06-06T16:46:12.000Z","33","","gcn","1024","65000","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.917148232460022","0.46631085872650146","5.70685781724751","29.423125160858035","954.422119140625","0","2.297493766993284","-14.899125814437866","2024-06-06-18-46-12-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-65000.pkl","1303712","67796","20.87656621262431","36.83250427246094","[278.04,28.75,0,0.04,0]","0.0011565042659640312","[6444475347,31515324422,30710095956,0]","[88542219.4,1319.19,8854920.63,159183257.61,1678.86,0,10423.43,561422.41,0,0]","0.4641465246677398","0.5267561674118042","0","1.0435319257434457","918.40625","[963018752,8057372672,198213632,2838528,0,3489161216,0,944099328,947779584,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-50000","finished","-","","","2024-06-06T16:45:32.000Z","32","","gcn","1024","50000","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9180865287780762","0.46915921568870544","6.110077670775354","27.38967238739133","954.545166015625","0","2.374009790830314","-15.020120859146118","2024-06-06-18-45-32-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-50000.pkl","1303712","67796","18.388737943023443","36.837646484375","[283.47,13.78,0,0.04,0]","0.0012665465474128723","[6444372544,31515161383,30709959354,0]","[88541939.2,1319.19,8854889.36,159182232.91,1678.84,0,10423.41,561420.75,0,0]","0.4641465246677398","0.5267555713653564","0","0.9190925572998822","1054.7890625","[1106026496,8193429504,199163904,2838528,0,3638210560,0,1087025152,1090703360,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-35000","finished","-","","","2024-06-06T16:44:58.000Z","26","","gcn","1024","35000","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9192721247673036","0.4645625054836273","6.0884821796789765","22.630648507736623","955.20458984375","0","1.960513724014163","-15.217135429382324","2024-06-06-18-44-59-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-35000.pkl","1303712","67796","14.074831223115323","36.86372375488281","[231.86,13.77,0,0.04,0]","0.0011516008526086807","[6444283077,31515013328,30709831466,0]","[88541653.1,1319.19,8854873.09,159181311.62,1678.82,0,10423.35,561419.45,0,0]","0.4641465246677398","0.526451051235199","0","0.7033977029845119","905.984375","[949993472,8055840768,199340032,2838528,0,3471880192,0,931143680,934833152,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-25000","finished","-","","","2024-06-06T16:44:30.000Z","21","","gcn","1024","25000","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9196798205375672","0.46605879068374634","5.719787345267832","17.777901618741453","955.0194091796876","0","2.0680474527180195","-15.31092381477356","2024-06-06-18-44-30-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-25000.pkl","1303712","67796","9.4599166251719","36.85539245605469","[206.69,12.07,0,0.04,0]","0.0011659786105155945","[6444219657,31514891496,30709726391,0]","[88541418.78,1319.19,8854856.63,159180494.55,1678.8,0,10423.29,561418.38,0,0]","0.4641465246677398","0.5267500281333923","0","0.47265350609086454","920.546875","[965263360,8095956992,198709248,2838528,0,3470618624,0,946790400,950461440,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-10000","finished","-","","","2024-06-06T16:44:05.000Z","17","","gcn","1024","10000","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9206236004829408","0.4402659237384796","5.799715438857675","13.406302174553277","956.2149658203124","0","2.160373793914914","-15.394329071044922","2024-06-06-18-44-05-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-10000.pkl","1303712","67796","4.9262316189706326","36.90281677246094","[164.66,9.77,0,0.03,0]","0.0011841431260108948","[6444159639,31514781371,30709628798,0]","[88541210.94,1319.19,8854842.11,159179778.84,1678.78,0,10423.22,561417.37,0,0]","0.4641465246677398","0.5264498591423035","0","0.2459410571027547","960.71875","[1007386624,8127791104,199180288,2838528,0,3533070336,0,988766208,992457728,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-7800","finished","-","","","2024-06-06T16:43:40.000Z","17","","gcn","1024","7800","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.922417163848877","0.43296128511428833","5.717537389136851","12.977520090527833","954.3450927734376","0","2.1464687678962946","-15.81612467765808","2024-06-06-18-43-41-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-7800.pkl","1303712","67796","4.593382691964507","36.83247375488281","[169.69,8.63,0,0.04,0]","0.0011798515915870669","[6444103444,31514688253,30709547476,0]","[88541046.07,1319.19,8854829.97,159179163.17,1678.77,0,10423.17,561416.3,0,0]","0.4641465246677398","0.5264239311218262","0","0.2293073371052742","936.86328125","[982372352,8115470336,199397376,2838528,0,3493097472,0,963559424,967241728,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-5600","finished","-","","","2024-06-06T16:43:09.000Z","24","","gcn","1024","5600","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.922661066055298","0.40942591428756714","5.931080128997564","18.359629394486547","955.6829833984376","0","2.2172083966434","-15.764377117156982","2024-06-06-18-43-09-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-5600.pkl","1303712","67796","9.679565447382627","36.883087158203125","[320.86,9.5,0,0.03,0]","0.0011915424838662148","[6444042365,31514589104,30709461776,0]","[88540874.19,1319.19,8854818.74,159178506.57,1678.76,0,10423.16,561414.89,0,0]","0.4641465246677398","0.5264498591423035","0","0.48353991843760014","879.23046875","[921939968,8057458688,198246400,2838528,0,3432402944,0,903008256,906688512,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-3400","finished","-","","","2024-06-06T16:42:44.000Z","17","","gcn","1024","3400","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9202837944030762","0.40130457282066345","5.857478561811149","11.0635009361431","951.205078125","0","2.3013186184689403","-15.78844118118286","2024-06-06-18-42-44-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-3400.pkl","1303712","67796","2.387306360527873","36.716888427734375","[129.82,9.14,0,0.04,0]","0.0013216761872172356","[6443871194,31514398532,30709300456,0]","[88540557.63,1319.19,8854806.85,159177825.68,1678.74,0,10423.12,561404.25,0,0]","0.4641465246677398","0.5260984301567078","0","0.11900287624448538","941.32421875","[987049984,8189775872,199217152,2838528,0,3495682048,0,968134656,971788288,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-1200","finished","-","","","2024-06-06T16:42:18.000Z","18","","gcn","1024","1200","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.9239965677261353","0.35293108224868774","6.214917520992458","13.993553398177028","944.5110473632812","0","2.3052463587373495","-16.178654432296753","2024-06-06-18-42-18-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-1200.pkl","1303712","67796","4.960465267300606","36.45867919921875","[190.19,13.58,0,0.04,0]","0.0013306383043527603","[6443811972,31514308429,30709229345,0]","[88540424.93,1319.19,8854795.1,159177213.86,1678.72,0,10423.09,561403.03,0,0]","0.4641465246677398","0.5269470810890198","0","0.2475460771005601","869.24609375","[911470592,8047026176,200015872,2838528,0,3412307968,0,892317696,896050176,0]","",""
"gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-2","finished","-","","","2024-06-06T16:41:56.000Z","14","","gcn","1024","2","pokec-z","20","[0]","16","2","cpu","10","32","2","saint","10","","0.6666666865348816","0.125","5.8858303893357515","10.171190740540624","420.9224853515625","0","2.165692560374737","-8.898114502429962","2024-06-06-18-41-56-gcn-pokec-z-saint-cpu-32-20-2-16-10-1024-[0]-None-2.pkl","1303712","67796","1.5954614616930485","16.175514221191406","[92.36,11.4,0,0.03,0]","0.001236066222190857","[6443694717,31514122694,30709119362,0]","[88540234.1,1319.19,8854779.04,159176599.65,1678.7,0,10422.7,561402.47,0,0]","0.4641465246677398","0.553471028804779","0","0.07947101430036127","1023.30859375","[1073016832,22866903040,198868992,2838528,0,3647459328,0,1053655040,1057358848,0]","",""
"gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[12000]-1000","finished","-","","","2024-06-06T16:25:36.000Z","33","","gcn","1024","1000","pokec-z","20","[0]","16","2","cpu","10","32","1","fastgcn","10","[12000]","0.6495126485824585","0.6894302368164062","5.713426633737981","30.70328755583614","4.979137420654297","0.6598562002182007","1.804113181307912","0.7343138754367828","2024-06-06-18-25-37-gcn-pokec-z-fastgcn-cpu-32-20-2-16-10-1024-[0]-[12000]-1000.pkl","1303712","67796","22.608812959864736","0.1053125411272049","[582.83,14.8,0,0.04,0]","0.046679412946105","[6439274695,31505229674,30703779867,0]","[88529922.3,1319.19,8854373.31,159156725.19,1678.05,0,10408.86,561344.47,0,0]","0.671083390712738","0.7065091729164124","0.6674546599388123","1.1301087285391986","914.6328125","[959062016,8106217472,199086080,2838528,0,3465867264,0,940011520,943764480,0]","",""
