"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""run"",""sampler"",""fastladies"",""accuracy"",""dataloading time"",""end-to-end time"",""f1"",""inference time"",""loss"",""modelpath"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""test-acc"",""test-f1"",""time per epoch"",""used memory"",""used memory full"""
"gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[50]-None-1000,""finished"",""-"","""","""",""2024-05-09T00:12:30.000Z"",""57"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[50]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"","""",""0.9464052319526672"",""0.05048961192369461"",""50.87510498613119"",""0.9464052319526672"",""0.2921215742826462"",""0.10113134607672691"",""2024-05-09-02-12-30-gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[50]-None-1000.pkl"",""49.49145134165883"",""[1430.53,21.81,0,0.04,0]"",""0.4935978017747402"",""[9034967674,86736047350,94578977421,0]"",""[296694062.28,5238.76,21445990.93,494007174.3,6229.21,0,16615.38,1576314.05,0,0]"",""0.943790853023529"",""0.943790853023529"",""2.4742000572383405"",""974.29296875"",""[1021620224,8172691456,198504448,2838528,0,3533701120,0,1005838336,1008954368,0]"""
"gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[40]-None-1000,""finished"",""-"","""","""",""2024-05-09T00:11:27.000Z"",""55"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[40]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"","""",""0.9464052319526672"",""0.050258781760931015"",""49.56080012395978"",""0.9464052319526672"",""0.22927195578813553"",""0.1178445319334666"",""2024-05-09-02-11-27-gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[40]-None-1000.pkl"",""48.26424067467451"",""[1407.46,15.47,0,0.04,0]"",""0.4701286032795906"",""[9034822342,86735599503,94578523433,0]"",""[296692632.24,5238.76,21445966.51,494006562.9,6229.16,0,16615.33,1576308.04,0,0]"",""0.9477124214172364"",""0.9477124214172364"",""2.412811352685094"",""937.37109375"",""[982904832,8134938624,197746688,2838528,0,3495919616,0,967196672,970347520,0]"""
"gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[30]-None-1000,""finished"",""-"","""","""",""2024-05-09T00:10:26.000Z"",""53"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[30]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"","""",""0.9411764740943908"",""0.052557796239852905"",""48.14724898710847"",""0.9411764740943908"",""0.274432010948658"",""0.11852461099624634"",""2024-05-09-02-10-26-gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[30]-None-1000.pkl"",""46.72779968753457"",""[1360.71,20.07,0,0.05,0]"",""0.5206569954752922"",""[9034689385,86735170287,94578076975,0]"",""[296691223.94,5238.76,21445948.37,494005997.49,6229.15,0,16615.31,1576302.21,0,0]"",""0.9346405267715454"",""0.9346405267715454"",""2.336017561890185"",""679.75"",""[712769536,7863910400,198307840,2838528,0,3224846336,0,696451072,699610112,0]"""
"gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[20]-None-1000,""finished"",""-"","""","""",""2024-05-09T00:09:26.000Z"",""51"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[20]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"","""",""0.9477124214172364"",""0.04985782876610756"",""45.40734338387847"",""0.9477124214172364"",""0.24148669838905337"",""0.10008342191576958"",""2024-05-09-02-09-26-gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[20]-None-1000.pkl"",""43.92687252908945"",""[1293.97,14.24,0,0.04,0]"",""0.6613946296274662"",""[9034564804,86734755287,94577632715,0]"",""[296689863.53,5238.76,21445925.6,494005389.53,6229.13,0,16615.29,1576297,0,0]"",""0.9398692846298218"",""0.9398692846298218"",""2.195974250882864"",""879.2109375"",""[921919488,8073314304,198242304,2838528,0,3434127360,0,905891840,908994560,0]"""
"gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-09T00:08:36.000Z"",""42"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"","""",""0.9477124214172364"",""0.05150331184267998"",""38.48852104321122"",""0.9477124214172364"",""0.29324739053845406"",""0.1204264188806216"",""2024-05-09-02-08-36-gcn-amazonphoto-vrgcn-cpu-32-20-2-1024-10-1024-[10]-None-1000.pkl"",""37.047814670950174"",""[1093.45,17.04,0,0.04,0]"",""0.5512199439108372"",""[9034443135,86734356921,94577218690,0]"",""[296688569.73,5238.76,21445908.54,494004876.15,6229.1,0,16615.26,1576292,0,0]"",""0.94248366355896"",""0.94248366355896"",""1.8520373608917"",""798.890625"",""[837697536,7989874688,198148096,2838528,0,3350196224,0,821506048,824619008,0]"""
"gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[7000]-1000,""finished"",""-"","""","""",""2024-05-09T00:07:45.000Z"",""42"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""[7000]"",""0.9098039269447328"",""0.052249737083911896"",""37.731942016631365"",""0.9098039269447328"",""0.17334630712866783"",""0.287695308526357"",""2024-05-09-02-07-46-gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[7000]-1000.pkl"",""36.75876836851239"",""[941.65,15.06,0,0.04,0]"",""0.02148183435201645"",""[9034338110,86734014838,94576873336,0]"",""[296687474.38,5238.76,21445888.93,494004353.86,6229.09,0,16615.23,1576288.14,0,0]"",""0.9281045794487"",""0.9281045794487"",""1.8376275822520256"",""999.58984375"",""[1048145920,8206372864,199598080,2838528,0,3555323904,0,1031790592,1034971136,0]"""
"gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[6500]-1000,""finished"",""-"","""","""",""2024-05-09T00:06:53.000Z"",""44"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""[6500]"",""0.9084967374801636"",""0.05095270276069641"",""37.189752407372"",""0.9084967374801636"",""0.198662631213665"",""0.286520520846049"",""2024-05-09-02-06-54-gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[6500]-1000.pkl"",""36.38400645554066"",""[941.7,13.53,0,0.04,0]"",""0.02115388959646225"",""[9034190318,86733568821,94576506340,0]"",""[296686528.99,5238.76,21445871.02,494003640.39,6229.03,0,16614.91,1576284.17,0,0]"",""0.9254902005195618"",""0.9254902005195618"",""1.818827725574374"",""1095.46484375"",""[1148678144,8307650560,199995392,2838528,0,3655905280,0,1132707840,1135878144,0]"""
"gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[6000]-1000,""finished"",""-"","""","""",""2024-05-09T00:06:04.000Z"",""42"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""[6000]"",""0.91372549533844"",""0.049514252692461014"",""35.85264756530523"",""0.91372549533844"",""0.22288164868950844"",""0.309344545006752"",""2024-05-09-02-06-04-gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[6000]-1000.pkl"",""35.03716212883592"",""[914.96,11.36,0,0.04,0]"",""0.021091613918542865"",""[9034047126,86733126167,94576138608,0]"",""[296685585.6,5238.76,21445854.85,494002976.05,6229.01,0,16614.63,1576280.55,0,0]"",""0.9267973899841307"",""0.9267973899841307"",""1.7515472549945117"",""1005.44140625"",""[1054281728,8208396288,200634368,2838528,0,3558043648,0,1037053952,1040245760,0]"""
"gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[5000]-1000,""finished"",""-"","""","""",""2024-05-09T00:05:17.000Z"",""39"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""[5000]"",""0.9058823585510254"",""0.05025634169578552"",""32.35275198891759"",""0.9058823585510254"",""0.26510636135935783"",""0.32163844009240466"",""2024-05-09-02-05-17-gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[5000]-1000.pkl"",""31.48634887486696"",""[820.09,16.07,0,0.04,0]"",""0.021164588630199432"",""[9033899892,86732692151,94575777130,0]"",""[296684669.02,5238.76,21445840.74,494002282.69,6228.99,0,16614.44,1576276.34,0,0]"",""0.9346405267715454"",""0.9346405267715454"",""1.5739281522110105"",""847.55859375"",""[888729600,8050692096,199794688,2838528,0,3397738496,0,873402368,876598272,0]"""
"gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[4000]-1000,""finished"",""-"","""","""",""2024-05-09T00:04:34.000Z"",""34"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""[4000]"",""0.8915032744407654"",""0.05021119862794876"",""26.46131767705083"",""0.8915032744407654"",""0.18227730318903923"",""0.3449828823407491"",""2024-05-09-02-04-35-gcn-amazonphoto-ladies-cpu-32-20-2-1024-10-1024-[10, 10]-[4000]-1000.pkl"",""25.67168293520808"",""[686.75,10.56,0,0.04,0]"",""0.02116125077009201"",""[9033745708,86732272623,94575444124,0]"",""[296683848.42,5238.76,21445821.99,494001584.3,6228.96,0,16614.21,1576271.62,0,0]"",""0.929411768913269"",""0.929411768913269"",""1.2832094985991715"",""886.89453125"",""[929976320,8090767360,200523776,2838528,0,3432480768,0,913932288,917111808,0]"""
"gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[7000]-1000,""finished"",""-"","""","""",""2024-05-09T00:03:49.000Z"",""37"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""[7000]"",""0.900653600692749"",""0.05072476714849472"",""32.31505750864744"",""0.900653600692749"",""0.1989171132445335"",""0.311405544479688"",""2024-05-09-02-03-49-gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[7000]-1000.pkl"",""31.51781314611435"",""[850.07,20.73,0,0.05,0]"",""0.021325793117284775"",""[9033636836,86732037203,94575204644,0]"",""[296683161.62,5238.76,21445808.75,494001026.72,6228.94,0,16614.19,1576267.01,0,0]"",""0.929411768913269"",""0.929411768913269"",""1.575566975027323"",""696.421875"",""[730251264,7890194432,200642560,2838528,0,3232714752,0,714039296,717194240,0]"""
"gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[6500]-1000,""finished"",""-"","""","""",""2024-05-09T00:03:06.000Z"",""35"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""[6500]"",""0.8980392217636108"",""0.0511322058737278"",""30.04339686408639"",""0.8980392217636108"",""0.2164696604013443"",""0.3323572774728139"",""2024-05-09-02-03-06-gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[6500]-1000.pkl"",""29.22277607396245"",""[810.57,13.52,0,0.04,0]"",""0.021167349070310593"",""[9033520906,86731745423,94574917634,0]"",""[296682310.38,5238.76,21445785.35,494000454.55,6228.92,0,16614.14,1576263.61,0,0]"",""0.9267973899841307"",""0.9267973899841307"",""1.460824398510158"",""923.640625"",""[968507392,8129572864,199671808,2838528,0,3472015360,0,952631296,955799552,0]"""
"gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[6000]-1000,""finished"",""-"","""","""",""2024-05-09T00:02:21.000Z"",""37"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""[6000]"",""0.901960790157318"",""0.04995221644639969"",""29.31995027139783"",""0.901960790157318"",""0.1947355754673481"",""0.3530734181404114"",""2024-05-09-02-02-21-gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[6000]-1000.pkl"",""28.51190435513854"",""[781.77,17.12,0,0.04,0]"",""0.02153203636407852"",""[9033412041,86731477560,94574644489,0]"",""[296681500.85,5238.76,21445769.09,493999811.22,6228.91,0,16614.04,1576260.3,0,0]"",""0.9267973899841307"",""0.9267973899841307"",""1.4252596566453577"",""846.828125"",""[887963648,8048648192,199659520,2838528,0,3390943232,0,871608320,874767360,0]"""
"gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[5000]-1000,""finished"",""-"","""","""",""2024-05-09T00:01:40.000Z"",""33"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""[5000]"",""0.8836601376533508"",""0.05078734457492829"",""25.651078060269356"",""0.8836601376533508"",""0.1678069420158863"",""0.37187819679578143"",""2024-05-09-02-01-40-gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[5000]-1000.pkl"",""24.887211363762617"",""[697.63,14.16,0,0.04,0]"",""0.021329648792743683"",""[9033296475,86731203955,94574375980,0]"",""[296680717.61,5238.76,21445749.22,493999197.53,6228.89,0,16613.98,1576257.25,0,0]"",""0.930718958377838"",""0.930718958377838"",""1.244033381156623"",""847.41015625"",""[888573952,8050184192,199602176,2838528,0,3392200704,0,872493056,875668480,0]"""
"gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[4000]-1000,""finished"",""-"","""","""",""2024-05-09T00:01:05.000Z"",""27"","""",""gcn"",""1024"",""1000"",""amazonphoto"",""20"",""[10,10]"",""1024"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""[4000]"",""0.871895432472229"",""0.05083435773849487"",""22.16785541921854"",""0.871895432472229"",""0.2320300824940205"",""0.41196433703104657"",""2024-05-09-02-01-05-gcn-amazonphoto-fastgcn-cpu-32-20-2-1024-10-1024-[10, 10]-[4000]-1000.pkl"",""21.32294123619795"",""[599.45,15.89,0,0.04,0]"",""0.020321588963270187"",""[9033195241,86730961245,94574131679,0]"",""[296680018.11,5238.76,21445732.29,493998686.19,6228.87,0,16613.89,1576254.59,0,0]"",""0.9124183058738708"",""0.9124183058738708"",""1.0657923551276327"",""815.375"",""[854982656,8015929344,200474624,2838528,0,3357581312,0,838922240,842113024,0]"""
