"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""run"",""sampler"",""seed"",""fastladies"",""accuracy"",""auroc"",""dataloading time"",""end-to-end time"",""equality"",""f1"",""inference time"",""loss"",""modelpath"",""num_edges"",""num_nodes"",""overall training time"",""parity"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""test-acc"",""test-auroc"",""test-f1"",""time per epoch"",""used memory"",""used memory full"",""sampled_edges"",""sampled_nodes"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-150000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:07:33.000Z"",""127"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""150000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.5"",""5.017970886081457"",""122.24372454732656"",""70708.78125"",""0"",""1.5899825021624563"",""-12582.676306069305"",""2024-06-26-16-07-34-gcn-pokec-n-cluster-cpu-32-20-2-16-150000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""110.2415174022317"",""21867.15625"",""[1793.05,11.15,0.02,0.06,0]"",""3.7980624698102474"",""[18251596977,117394817981,119725003382,0]"",""[361325017.98,5720.21,26740320.13,557994961.82,9226.71,0,35134.3,1911455.07,0,0]"",""0.5172727108001709"",""0.5"",""0"",""5.5116757020354274"",""978.76171875"",""[1026306048,8511971328,237555712,2838528,0,3419951104,0,1006546944,1010976768,0]"",""1480"",""461"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-121000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:05:42.000Z"",""103"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""121000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.5"",""4.913624599575996"",""98.61269012466072"",""45311.125"",""0"",""1.4765879474580288"",""-8076.24252396271"",""2024-06-26-16-05-42-gcn-pokec-n-cluster-cpu-32-20-2-16-121000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""87.16399535909295"",""14011.5625"",""[1470.6,10.84,0.02,0.06,0]"",""3.4265469685196877"",""[18251033582,117394059820,119724238997,0]"",""[361323217.84,5720.21,26740305.83,557992445.43,9226.62,0,35134.25,1911446.92,0,0]"",""0.5172727108001709"",""0.5"",""0"",""4.357809723354876"",""912.078125"",""[956383232,8446705664,237383680,2838528,0,3355144192,0,937021440,941365248,0]"",""1764"",""550"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-92000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:04:07.000Z"",""86"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""92000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.5"",""4.997892864048481"",""81.73544369265437"",""34920.015625"",""0"",""1.4054401032626629"",""-6189.590304904514"",""2024-06-26-16-04-08-gcn-pokec-n-cluster-cpu-32-20-2-16-92000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""70.55570688471198"",""10798.5078125"",""[1266.51,10.18,0.01,0.07,0]"",""3.164416838437319"",""[18250590160,117393436890,119723616979,0]"",""[361321742.1,5720.21,26740291.86,557990365.52,9226.55,0,35134.18,1911439.48,0,0]"",""0.5172727108001709"",""0.5"",""0"",""3.5273572146892547"",""982.52734375"",""[1030254592,8521060352,238325760,2838528,0,3430518784,0,1010790400,1015170048,0]"",""2560"",""793"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-63000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:02:53.000Z"",""65"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""63000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.5"",""4.919986102730036"",""59.12615566700697"",""18056.796875"",""0"",""2.1621230989694595"",""-3191.9448163432457"",""2024-06-26-16-02-53-gcn-pokec-n-cluster-cpu-32-20-2-16-63000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""47.627915892750025"",""5584.1640625"",""[834.66,8.87,0.01,0.08,0]"",""2.8021442219614983"",""[18250181689,117392887981,119723071379,0]"",""[361320479.26,5720.21,26740278.9,557988552.6,9226.52,0,35134.09,1911426.85,0,0]"",""0.5172727108001709"",""0.5"",""0"",""2.381017430499196"",""974.4453125"",""[1021779968,8511721472,237223936,2838528,0,3421843456,0,1001861120,1006281728,0]"",""3422"",""1062"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-34000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:02:00.000Z"",""44"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""34000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.5"",""5.002373844385147"",""40.543310683220625"",""3639.21875"",""0"",""1.803836040198803"",""-648.9127125459559"",""2024-06-26-16-02-01-gcn-pokec-n-cluster-cpu-32-20-2-16-34000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""29.75379490479827"",""1125.556640625"",""[544.96,8.5,0.02,0.06,0]"",""2.3527816832065582"",""[18249930016,117392526837,119722702002,0]"",""[361319647.41,5720.21,26740267.23,557987120.69,9226.46,0,35134.06,1911423.04,0,0]"",""0.5172727108001709"",""0.5"",""0"",""1.4873251235112548"",""927.21484375"",""[972255232,8455991296,237797376,2838528,0,3365576704,0,952827904,957201408,0]"",""7246"",""2102"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-5000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:01:28.000Z"",""23"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""5000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.33369219303131104"",""4.976837128400803"",""19.71993087604642"",""83.44793701171875"",""0"",""2.056946385651827"",""-13.445316886901855"",""2024-06-26-16-01-29-gcn-pokec-n-cluster-cpu-32-20-2-16-5000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""9.443108581006529"",""25.62298583984375"",""[239.94,7.96,0.02,0.07,0]"",""1.6402011401951313"",""[18249758013,117392277644,119722459692,0]"",""[361319101.14,5720.21,26740255.93,557986002.39,9226.41,0,35134.04,1911419.54,0,0]"",""0.5172727108001709"",""0.5354397892951965"",""0"",""0.4717933746054769"",""946.48828125"",""[992464896,8460955648,237219840,2838528,0,3385040896,0,972705792,977147904,0]"",""99038"",""13620"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-3500-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:00:57.000Z"",""23"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""3500"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.33837831020355225"",""5.012267738580704"",""19.574485555291176"",""51.900787353515625"",""0"",""2.053185749799013"",""-9.644591808319092"",""2024-06-26-16-00-57-gcn-pokec-n-cluster-cpu-32-20-2-16-3500-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""9.331711206585169"",""16.144309997558594"",""[229.74,8.45,0.02,0.06,0]"",""1.5521651692688463"",""[18249659791,117392146077,119722345781,0]"",""[361318858.77,5720.21,26740245.35,557985244.63,9226.38,0,35133.97,1911417.56,0,0]"",""0.5172727108001709"",""0.5431316494941711"",""0"",""0.46617668494582176"",""1040.25390625"",""[1090916352,8553197568,238481408,2838528,0,3483086848,0,1071427584,1075788800,0]"",""171202"",""19472"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-2500-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T14:00:26.000Z"",""22"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""2500"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.3490900993347168"",""4.917012248188257"",""18.506231639534235"",""37.463836669921875"",""0"",""2.1556048654019833"",""-6.973713397979736"",""2024-06-26-16-00-27-gcn-pokec-n-cluster-cpu-32-20-2-16-2500-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""8.375360481441021"",""11.563323974609377"",""[205.6,11.96,0.02,0.07,0]"",""1.4293139055371284"",""[18249556339,117392009534,119722233169,0]"",""[361318626.41,5720.21,26740234.23,557984477.83,9226.36,0,35133.96,1911415.65,0,0]"",""0.5172727108001709"",""0.5525457859039307"",""0"",""0.4183941956609488"",""1036.86328125"",""[1087229952,8543326208,237019136,2838528,0,3484499968,0,1067077632,1071462400,0]"",""286078"",""27272"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-2250-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T13:59:56.000Z"",""22"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""2250"",""32"",""3"",""cluster"",""10"","""",""0.928390085697174"",""0.36836421489715576"",""4.95851881057024"",""18.65087326988578"",""27.271881103515625"",""0"",""2.0043924152851105"",""-5.333017190297444"",""2024-06-26-15-59-56-gcn-pokec-n-cluster-cpu-32-20-2-16-2250-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""8.589316044002771"",""8.356529235839844"",""[205.46,13.15,0.03,0.06,0]"",""1.4600112661719322"",""[18249460708,117391879157,119722131319,0]"",""[361318419.7,5720.21,26740219.63,557983730.83,9226.34,0,35133.91,1911414.52,0,0]"",""0.5172727108001709"",""0.5447624921798706"",""0"",""0.4290962770581246"",""1014.29296875"",""[1063563264,8523272192,237965312,2838528,0,3458265088,0,1044250624,1048598528,0]"",""325978"",""30288"""
"gcn-pokec-n-cluster-cpu-32-20-2-16-2000-1024-[0]-None-1000,""finished"",""-"","""","""",""2024-06-26T13:59:25.000Z"",""22"","""",""gcn"",""1024"",""1000"",""pokec-n"",""20"",""[0]"",""16"",""2"",""cpu"",""2000"",""32"",""3"",""cluster"",""10"","""",""0.9356006383895874"",""0.3611394762992859"",""5.001649145036936"",""18.1756607927382"",""34.445343017578125"",""0"",""1.4914216734468937"",""-6.714792251586914"",""2024-06-26-15-59-26-gcn-pokec-n-cluster-cpu-32-20-2-16-2000-1024-[0]-None-1000.pkl"",""1167232"",""66569"",""8.700474336743355"",""10.76616668701172"",""[178.43,18.59,0.01,0.08,0]"",""1.364223636686802"",""[18249373842,117391753940,119722026721,0]"",""[361318211.95,5720.21,26740203.63,557982981.31,9226.3,0,35133.85,1911412.91,0,0]"",""0.5172727108001709"",""0.5555509328842163"",""0"",""0.4346371490508318"",""994.5625"",""[1042939904,8528203776,237510656,2838528,0,3421843456,0,1022902272,1027264512,0]"",""399174"",""34074"""
