"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""run"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""test-acc"",""sampler"",""accuracy"",""dataloading time"",""end-to-end time"",""inference time"",""loss"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""time per epoch"",""used memory"",""used memory full"""
"gat-ogbn-products-ladies-cpu-32-20-2-16-10-1024-[300000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-25T19:18:15.000Z"",""43324"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[300000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6196175217628479"",""ladies"",""0.7864608764648438"",""12.074859583750367"",""43318.066174989566"",""127.27660892345013"",""0.9434730830587872"",""43156.95178187452"",""[699861.16,86400.64,0,0.05,0]"",""21.18589263781905"",""[6411297728,25994146406,23723331450,0]"",""[67098059.92,1560.17,7588641.37,366237718.81,3497.57,0,10815.75,434428.78,0,0]"",""2157.8467700909823"",""25782.6171875"",""[27035033600,33923936256,200019968,2838528,0,29538689024,0,27021279232,27028881408,0]"""
"gat-ogbn-products-ladies-cpu-32-20-2-16-10-1024-[200000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-25T08:54:04.000Z"",""37442"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[200000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6366990804672241"",""ladies"",""0.8119930028915405"",""11.424178794026377"",""37437.23736459762"",""125.09000311233105"",""0.8634730390625297"",""37278.54970046505"",""[598089.47,77307.65,0,0.05,0]"",""21.59641866199672"",""[6374382463,25766695101,23492516912,0]"",""[66402234.33,1547.21,7502691.17,365638077.04,3484.8,0,10787.06,429443.57,0,0]"",""1863.9267445144244"",""25538.67578125"",""[26779242496,33668001792,200335360,2838528,0,29283221504,0,26765656064,26773563392,0]"""
"gat-ogbn-products-ladies-cpu-32-20-2-16-10-1024-[115000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-25T02:21:32.000Z"",""23543"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[115000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6150004863739014"",""ladies"",""0.7831294536590576"",""11.50303777307272"",""23539.058908645064"",""121.02052554860713"",""1.0253065778183814"",""23385.49552877061"",""[349742.56,47520.99,0,0.05,0]"",""20.46126422472298"",""[6339940293,25568045425,23302119623,0]"",""[65807487.1,1547.21,7425781.15,365115687.76,3472.93,0,10759.36,425223.41,0,0]"",""1169.2741550887004"",""21564.1015625"",""[22611599360,33594109952,200335360,2838528,0,25196437504,0,22597476352,22605273088,0]"""
"gat-ogbn-products-ladies-cpu-32-20-2-16-10-1024-[50000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-24T23:56:11.000Z"",""8711"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[50000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6569322943687439"",""ladies"",""0.8177148103713989"",""11.833522267639635"",""8706.693410689011"",""135.43115676753223"",""0.9401294450068104"",""8538.278378149495"",""[124871.88,12142.35,0,0.05,0]"",""20.587041649967432"",""[6308579948,25438876446,23182681327,0]"",""[65459708.84,1544.76,7378502.89,364759694.24,3465.38,0,10727.43,422741.01,0,0]"",""426.9133837070316"",""16044.734375"",""[16824123392,35464966144,198361088,2838528,0,19351932928,0,16810115072,16818045952,0]"""
"gat-ogbn-products-fastgcn-cpu-32-20-2-16-10-1024-[350000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-24T17:07:20.000Z"",""24521"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[350000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6326784491539001"",""fastgcn"",""0.8005747199058533"",""11.791928144171834"",""24515.38259945251"",""136.36268137395382"",""1.025505990098795"",""24346.77086620964"",""[215970.42,31785.29,0.01,0.04,0]"",""19.91010838933289"",""[6288001582,25380478911,23132557469,0]"",""[65335407.95,1542.27,7366396.27,364617863.54,3461.86,0,10704.77,421870.11,0,0]"",""1217.3380439334549"",""25689.0234375"",""[26936893440,33819582464,199266304,2838528,0,30702243840,0,26923319296,26931194880,0]"""
"gat-ogbn-products-fastgcn-cpu-32-20-2-16-10-1024-[300000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-24T11:02:13.000Z"",""21898"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[300000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6253936290740967"",""fastgcn"",""0.784095823764801"",""11.890831384807823"",""21892.94706968963"",""120.15149711631238"",""1.167682416389643"",""21742.060739753768"",""[186292.81,24451.4,0,0.04,0]"",""18.27033357694745"",""[6261067651,25292056329,23051616650,0]"",""[65120504.47,1542.16,7334746.15,364081112.08,3450.73,0,10677.27,420261.7,0,0]"",""1087.102504291944"",""26689.8984375"",""[27986386944,34741551104,199761920,2838528,0,30581555200,0,27969253376,27977066496,0]"""
"gat-ogbn-products-fastgcn-cpu-32-20-2-16-10-1024-[200000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-24T06:19:22.000Z"",""16962"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[200000]"",""16"",""2"",""cpu"",""10"",""32"",""0.633432149887085"",""fastgcn"",""0.7865880131721497"",""13.541958648711445"",""16956.633954871446"",""142.53399645909667"",""1.18858748581743"",""16780.42006491311"",""[121065.63,16979.91,0,0.04,0]"",""19.564226277172565"",""[6236407005,25214492502,22981370535,0]"",""[64935113.22,1542.16,7310390.87,363591220.4,3441.6,0,10649.18,419016.73,0,0]"",""839.0203162537888"",""19316.2890625"",""[20254597120,34070085632,198287360,2838528,0,22771695616,0,20241383424,20249105408,0]"""
"gat-ogbn-products-fastgcn-cpu-32-20-2-16-10-1024-[115000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-24T02:42:47.000Z"",""12986"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[115000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6459372639656067"",""fastgcn"",""0.7912417650222778"",""11.936599435284734"",""12979.64289828576"",""134.55252115614712"",""1.2039913059516274"",""12812.889934349803"",""[72148.74,7124.23,0,0.04,0]"",""19.707520943135023"",""[6215105290,25155578053,22930349999,0]"",""[64814520.37,1542.16,7293459.29,363186496.7,3434.41,0,10623.96,418171.73,0,0]"",""640.6438454720192"",""15877.15234375"",""[16648400896,34004553728,199528448,2838528,0,19193208832,0,16634130432,16641874944,0]"""
"gat-ogbn-products-fastgcn-cpu-32-20-2-16-10-1024-[50000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-12-23T23:32:22.000Z"",""11416"","""",""gat"",""1024"",""1000"",""1"",""ogbn-products"",""20"",""[50000]"",""16"",""2"",""cpu"",""10"",""32"",""0.6406564116477966"",""fastgcn"",""0.7485440969467163"",""13.386168964207172"",""11411.098107468337"",""121.9307027440518"",""1.4835578508945326"",""11256.818410495296"",""[42219.13,2202.33,0,0.04,0]"",""18.384862147271633"",""[6200702014,25116073200,22897052295,0]"",""[64742640.44,1540.53,7286343.42,362850253.97,3427.87,0,10601.45,417705.35,0,0]"",""562.840317245014"",""14550.05859375"",""[15256842240,33258213376,199868416,2838528,0,17810694144,0,15239860224,15247489024,0]"""
"gat-ogbn-products-saint-cpu-32-20-2-16-10-1024-[10, 10]-800000,""finished"",""-"",""jana-vatter"","""",""2023-12-22T21:57:32.000Z"",""92082"","""",""gat"",""1024"",""800000"",""3"",""ogbn-products"",""20"",""[10,10]"",""16"",""2"",""cpu"",""10"",""32"",""0.7970503568649292"",""saint"",""0.8280033469200134"",""13.111236130818725"",""92077.68840589748"",""145.43634328618646"",""0.944809270646288"",""91918.57695830986"",""[1409882.14,149572.44,0.01,0.03,0]"",""0.0033984314650297165"",""[6190831570,25091301343,22877952625,0]"",""[64700537.74,1533.88,7284126.42,362529323.69,3422.19,0,10584.72,417452.01,0,0]"",""4595.928060014825"",""12812.9453125"",""[13435346944,19979980800,197046272,2838528,0,15943364608,0,13422272512,13430079488,0]"""
"gat-ogbn-products-saint-cpu-32-20-2-16-10-1024-[10, 10]-700000,""finished"",""-"",""jana-vatter"","""",""2023-12-21T23:33:36.000Z"",""80628"","""",""gat"",""1024"",""700000"",""3"",""ogbn-products"",""20"",""[10,10]"",""16"",""2"",""cpu"",""10"",""32"",""0.7928218841552734"",""saint"",""0.8235470652580261"",""13.30298244021833"",""80620.84478287585"",""126.02364668250084"",""1.0005926391003663"",""80480.9744164031"",""[1226653.56,131212.23,0,0.04,0]"",""0.00220407173037529"",""[6144226971,24670395400,22424625018,0]"",""[63299200.74,1527.67,7135376.22,361143108.96,3394.09,0,10555.6,407155.36,0,0]"",""4024.0478130565025"",""12893.69921875"",""[13520023552,20059254784,198144000,2838528,0,16022585344,0,13502480384,13510345728,0]"""
"gat-ogbn-products-saint-cpu-32-20-2-16-10-1024-[10, 10]-400000,""finished"",""-"",""jana-vatter"","""",""2023-12-21T12:08:40.000Z"",""41088"","""",""gat"",""1024"",""400000"",""3"",""ogbn-products"",""20"",""[10,10]"",""16"",""2"",""cpu"",""10"",""32"",""0.7943478226661682"",""saint"",""0.823123037815094"",""11.136524125933647"",""41083.73324918561"",""130.06262087635696"",""1.021632263079826"",""40941.09377644025"",""[645683.86,78058.28,0,0.05,0]"",""0.0019521862268447876"",""[6100127439,24300939428,22028762084,0]"",""[62080186.62,1498.31,7004896.95,359921871.57,3365.25,0,10535,397875.91,0,0]"",""2047.0538370694037"",""12772.32421875"",""[13392752640,19935776768,198369280,2838528,0,15899111424,0,13379514368,13387966464,0]"""
"gat-ogbn-products-saint-cpu-32-20-2-16-10-1024-[10, 10]-230000,""finished"",""-"",""jana-vatter"","""",""2023-12-21T06:58:40.000Z"",""18591"","""",""gat"",""1024"",""230000"",""3"",""ogbn-products"",""20"",""[10,10]"",""16"",""2"",""cpu"",""10"",""32"",""0.7895852327346802"",""saint"",""0.8145956993103027"",""13.546272618696094"",""18585.39154671133"",""109.47751973941922"",""1.1338868536479731"",""18461.81920926459"",""[327269.83,30638.29,0,0.04,0]"",""0.0024762284010648727"",""[6067746209,24095068173,21818296243,0]"",""[61438076.67,1484.58,6927226.34,359331138.55,3352.51,0,10521.6,393325.79,0,0]"",""923.0904067368248"",""13427.265625"",""[14079508480,20614275072,198287360,2838528,0,16581750784,0,14062366720,14070687744,0]"""
